Cuenca;Estación;Fecha;Hora;Lluvia (mm)
84;193;24/08/2012;2400;0.0
84;193;25/08/2012;100;0.0
84;193;25/08/2012;200;0.0
84;193;25/08/2012;300;0.0
84;193;25/08/2012;400;0.0
84;193;25/08/2012;500;0.0
84;193;25/08/2012;600;0.0
84;193;25/08/2012;700;0.0
84;193;25/08/2012;800;0.0
84;193;25/08/2012;900;0.0
84;193;25/08/2012;1000;0.0
84;193;25/08/2012;1100;0.0
84;193;25/08/2012;1200;0.0
84;193;25/08/2012;1300;0.0
84;193;25/08/2012;1400;0.0
84;193;25/08/2012;1500;0.0
84;193;25/08/2012;1600;0.0
84;193;25/08/2012;1700;0.0
84;193;25/08/2012;1800;0.0
84;193;25/08/2012;1900;0.0
84;193;25/08/2012;2000;17.9
84;193;25/08/2012;2100;12.0
84;193;25/08/2012;2200;1.3
84;193;25/08/2012;2300;0.0
84;193;25/08/2012;2400;0.0
84;193;26/08/2012;100;0.0
84;193;26/08/2012;200;0.0
84;193;26/08/2012;300;0.0
84;193;26/08/2012;400;0.0
84;193;26/08/2012;500;0.0
84;193;26/08/2012;600;0.0
84;193;26/08/2012;700;0.0
84;193;26/08/2012;800;0.0
84;193;26/08/2012;900;0.1
84;193;26/08/2012;1000;0.0
84;193;26/08/2012;1100;0.0
84;193;26/08/2012;1200;0.0
84;193;26/08/2012;1300;0.0
84;193;26/08/2012;1400;0.0
84;193;26/08/2012;1500;0.0
84;193;26/08/2012;1600;0.0
84;193;26/08/2012;1700;0.0
84;193;26/08/2012;1800;0.0
84;193;26/08/2012;1900;0.0
84;193;26/08/2012;2000;0.0
84;193;26/08/2012;2100;0.0
84;193;26/08/2012;2200;0.0
84;193;26/08/2012;2300;0.0
84;193;26/08/2012;2400;0.0
84;193;27/08/2012;100;0.0
84;193;27/08/2012;200;0.0
84;193;27/08/2012;300;0.0
84;193;27/08/2012;400;0.0
84;193;27/08/2012;500;0.0
84;193;27/08/2012;600;0.0
84;193;27/08/2012;700;0.0
84;193;27/08/2012;800;0.0
84;193;27/08/2012;900;0.0
84;193;27/08/2012;1000;0.0
84;193;27/08/2012;1100;0.0
84;193;27/08/2012;1200;0.0
84;193;27/08/2012;1300;0.0
84;193;27/08/2012;1400;0.0
84;193;27/08/2012;1500;19.0
84;193;27/08/2012;1600;0.0
84;193;27/08/2012;1700;0.0
84;193;27/08/2012;1800;0.0
84;193;27/08/2012;1900;0.0
84;193;27/08/2012;2000;0.0
84;193;27/08/2012;2100;0.0
84;193;27/08/2012;2200;0.0
84;193;27/08/2012;2300;0.0
84;193;27/08/2012;2400;0.0
84;193;28/08/2012;100;0.0
84;193;28/08/2012;200;0.0
84;193;28/08/2012;300;0.0
84;193;28/08/2012;400;0.0
84;193;28/08/2012;500;0.0
84;193;28/08/2012;600;0.0
84;193;28/08/2012;700;0.0
84;193;28/08/2012;800;0.0
84;193;28/08/2012;900;0.0
84;193;28/08/2012;1000;0.0
84;193;28/08/2012;1100;0.0
84;193;28/08/2012;1200;0.0
84;193;28/08/2012;1300;0.0
84;193;28/08/2012;1400;0.0
84;193;28/08/2012;1500;0.0
84;193;28/08/2012;1600;0.0
84;193;28/08/2012;1700;0.0
84;193;28/08/2012;1800;0.0
84;193;28/08/2012;1900;0.0
84;193;28/08/2012;2000;0.0
84;193;28/08/2012;2100;0.0
84;193;28/08/2012;2200;0.0
84;193;28/08/2012;2300;0.0
84;193;28/08/2012;2400;0.0
84;193;29/08/2012;100;0.0
84;193;29/08/2012;200;0.0
84;193;29/08/2012;300;0.0
84;193;29/08/2012;400;0.0
84;193;29/08/2012;500;0.0
84;193;29/08/2012;600;0.0
84;193;29/08/2012;700;0.0
84;193;29/08/2012;800;0.0
84;193;29/08/2012;900;0.0
84;193;29/08/2012;1000;0.0
84;193;29/08/2012;1100;0.0
84;193;29/08/2012;1200;0.0
84;193;29/08/2012;1300;0.0
84;193;29/08/2012;1400;0.0
84;193;29/08/2012;1500;0.0
84;193;29/08/2012;1600;0.0
84;193;29/08/2012;1700;0.0
84;193;29/08/2012;1800;0.0
84;193;29/08/2012;1900;0.0
84;193;29/08/2012;2000;0.0
84;193;29/08/2012;2100;1.2
84;193;29/08/2012;2200;2.7
84;193;29/08/2012;2300;1.4
84;193;29/08/2012;2400;0.0
84;193;30/08/2012;100;0.0
84;193;30/08/2012;200;0.0
84;193;30/08/2012;300;0.0
84;193;30/08/2012;400;0.0
84;193;30/08/2012;500;0.0
84;193;30/08/2012;600;0.0
84;193;30/08/2012;700;0.0
84;193;30/08/2012;800;0.0
84;193;30/08/2012;900;0.0
84;193;30/08/2012;1000;0.0
84;193;30/08/2012;1100;0.0
84;193;30/08/2012;1200;0.0
84;193;30/08/2012;1300;0.0
84;193;30/08/2012;1400;0.0
84;193;30/08/2012;1500;0.0
84;193;30/08/2012;1600;0.1
84;193;30/08/2012;1700;0.2
84;193;30/08/2012;1800;4.8
84;193;30/08/2012;1900;0.1
84;193;30/08/2012;2000;0.0
84;193;30/08/2012;2100;0.0
84;193;30/08/2012;2200;0.0
84;193;30/08/2012;2300;0.0
84;193;30/08/2012;2400;0.0
84;193;31/08/2012;100;0.0
84;193;31/08/2012;200;0.0
84;193;31/08/2012;300;0.0
84;193;31/08/2012;400;0.0
84;193;31/08/2012;500;0.0
84;193;31/08/2012;600;0.0
84;193;31/08/2012;700;0.0
84;193;31/08/2012;800;0.0
84;193;31/08/2012;900;0.0
84;193;31/08/2012;1000;0.0
84;193;31/08/2012;1100;0.0
84;193;31/08/2012;1200;0.0
84;193;31/08/2012;1300;0.5
84;193;31/08/2012;1400;0.0
84;193;31/08/2012;1500;0.0
84;193;31/08/2012;1600;0.0
84;193;31/08/2012;1700;0.0
84;193;31/08/2012;1800;0.0
84;193;31/08/2012;1900;0.0
84;193;31/08/2012;2000;0.1
84;193;31/08/2012;2100;0.0
84;193;31/08/2012;2200;0.0
84;193;31/08/2012;2300;0.0
84;193;31/08/2012;2400;0.0
84;193;01/09/2012;100;0.0
84;193;01/09/2012;200;0.0
84;193;01/09/2012;300;0.0
84;193;01/09/2012;400;0.0
84;193;01/09/2012;500;0.0
84;193;01/09/2012;600;0.0
84;193;01/09/2012;700;0.0
84;193;01/09/2012;800;0.0
84;193;01/09/2012;900;0.0
84;193;01/09/2012;1000;0.0
84;193;01/09/2012;1100;0.0
84;193;01/09/2012;1200;0.0
84;193;01/09/2012;1300;0.0
84;193;01/09/2012;1400;0.0
84;193;01/09/2012;1500;0.0
84;193;01/09/2012;1600;0.1
84;193;01/09/2012;1700;0.2
84;193;01/09/2012;1800;0.0
84;193;01/09/2012;1900;0.0
84;193;01/09/2012;2000;0.0
84;193;01/09/2012;2100;0.0
84;193;01/09/2012;2200;0.0
84;193;01/09/2012;2300;0.0
84;193;01/09/2012;2400;0.0
84;193;02/09/2012;100;0.0
84;193;02/09/2012;200;0.0
84;193;02/09/2012;300;0.0
84;193;02/09/2012;400;0.0
84;193;02/09/2012;500;0.0
84;193;02/09/2012;600;0.0
84;193;02/09/2012;700;0.0
84;193;02/09/2012;800;0.0
84;193;02/09/2012;900;0.0
84;193;02/09/2012;1000;0.0
84;193;02/09/2012;1100;0.0
84;193;02/09/2012;1200;0.0
84;193;02/09/2012;1300;0.0
84;193;02/09/2012;1400;3.3
84;193;02/09/2012;1500;0.5
84;193;02/09/2012;1600;0.4
84;193;02/09/2012;1700;0.0
84;193;02/09/2012;1800;0.0
84;193;02/09/2012;1900;0.0
84;193;02/09/2012;2000;0.0
84;193;02/09/2012;2100;0.0
84;193;02/09/2012;2200;0.0
84;193;02/09/2012;2300;0.0
84;193;02/09/2012;2400;0.0
84;193;03/09/2012;100;0.0
84;193;03/09/2012;200;0.0
84;193;03/09/2012;300;0.0
84;193;03/09/2012;400;0.0
84;193;03/09/2012;500;0.0
84;193;03/09/2012;600;0.0
84;193;03/09/2012;700;0.0
84;193;03/09/2012;800;0.0
84;193;03/09/2012;900;0.0
84;193;03/09/2012;1000;0.0
84;193;03/09/2012;1100;0.0
84;193;03/09/2012;1200;0.0
84;193;03/09/2012;1300;0.0
84;193;03/09/2012;1400;0.0
84;193;03/09/2012;1500;0.0
84;193;03/09/2012;1600;0.0
84;193;03/09/2012;1700;0.1
84;193;03/09/2012;1800;0.0
84;193;03/09/2012;1900;0.0
84;193;03/09/2012;2000;0.0
84;193;03/09/2012;2100;0.0
84;193;03/09/2012;2200;0.0
84;193;03/09/2012;2300;0.0
84;193;03/09/2012;2400;0.0
84;193;04/09/2012;100;0.0
84;193;04/09/2012;200;0.0
84;193;04/09/2012;300;0.0
84;193;04/09/2012;400;0.0
84;193;04/09/2012;500;0.0
84;193;04/09/2012;600;0.0
84;193;04/09/2012;700;0.0
84;193;04/09/2012;800;0.0
84;193;04/09/2012;900;0.0
84;193;04/09/2012;1000;0.0
84;193;04/09/2012;1100;0.0
84;193;04/09/2012;1200;0.0
84;193;04/09/2012;1300;0.0
84;193;04/09/2012;1400;0.0
84;193;04/09/2012;1500;0.0
84;193;04/09/2012;1600;7.0
84;193;04/09/2012;1700;0.8
84;193;04/09/2012;1800;0.0
84;193;04/09/2012;1900;0.0
84;193;04/09/2012;2000;0.1
84;193;04/09/2012;2100;0.0
84;193;04/09/2012;2200;0.0
84;193;04/09/2012;2300;0.0
84;193;04/09/2012;2400;0.0
84;193;05/09/2012;100;0.0
84;193;05/09/2012;200;0.0
84;193;05/09/2012;300;0.1
84;193;05/09/2012;400;0.0
84;193;05/09/2012;500;0.0
84;193;05/09/2012;600;0.0
84;193;05/09/2012;700;0.0
84;193;05/09/2012;800;0.0
84;193;05/09/2012;900;0.0
84;193;05/09/2012;1000;0.0
84;193;05/09/2012;1100;0.0
84;193;05/09/2012;1200;0.0
84;193;05/09/2012;1300;0.0
84;193;05/09/2012;1400;0.0
84;193;05/09/2012;1500;0.0
84;193;05/09/2012;1600;2.4
84;193;05/09/2012;1700;13.7
84;193;05/09/2012;1800;0.2
84;193;05/09/2012;1900;0.0
84;193;05/09/2012;2000;0.9
84;193;05/09/2012;2100;0.0
84;193;05/09/2012;2200;0.0
84;193;05/09/2012;2300;0.0
84;193;05/09/2012;2400;0.1
84;193;06/09/2012;100;0.0
84;193;06/09/2012;200;0.0
84;193;06/09/2012;300;0.0
84;193;06/09/2012;400;0.0
84;193;06/09/2012;500;0.0
84;193;06/09/2012;600;0.0
84;193;06/09/2012;700;0.0
84;193;06/09/2012;800;0.0
84;193;06/09/2012;900;0.0
84;193;06/09/2012;1000;0.0
84;193;06/09/2012;1100;0.0
84;193;06/09/2012;1200;0.0
84;193;06/09/2012;1300;0.0
84;193;06/09/2012;1400;0.0
84;193;06/09/2012;1500;1.4
84;193;06/09/2012;1600;2.6
84;193;06/09/2012;1700;0.2
84;193;06/09/2012;1800;0.4
84;193;06/09/2012;1900;0.0
84;193;06/09/2012;2000;1.2
84;193;06/09/2012;2100;22.7
84;193;06/09/2012;2200;1.3
84;193;06/09/2012;2300;0.0
84;193;06/09/2012;2400;0.0
84;193;07/09/2012;100;0.0
84;193;07/09/2012;200;0.0
84;193;07/09/2012;300;0.0
84;193;07/09/2012;400;0.0
84;193;07/09/2012;500;0.0
84;193;07/09/2012;600;0.0
84;193;07/09/2012;700;0.0
84;193;07/09/2012;800;0.0
84;193;07/09/2012;900;0.0
84;193;07/09/2012;1000;0.0
84;193;07/09/2012;1100;0.0
84;193;07/09/2012;1200;0.0
84;193;07/09/2012;1300;0.0
84;193;07/09/2012;1400;0.0
84;193;07/09/2012;1500;0.0
84;193;07/09/2012;1600;0.0
84;193;07/09/2012;1700;0.0
84;193;07/09/2012;1800;0.0
84;193;07/09/2012;1900;0.0
84;193;07/09/2012;2000;0.0
84;193;07/09/2012;2100;0.0
84;193;07/09/2012;2200;0.0
84;193;07/09/2012;2300;0.0
84;193;07/09/2012;2400;0.0
84;193;08/09/2012;100;0.0
84;193;08/09/2012;200;0.0
84;193;08/09/2012;300;0.0
84;193;08/09/2012;400;0.0
84;193;08/09/2012;500;0.0
84;193;08/09/2012;600;0.0
84;193;08/09/2012;700;0.0
84;193;08/09/2012;800;0.0
84;193;08/09/2012;900;0.0
84;193;08/09/2012;1000;0.0
84;193;08/09/2012;1100;0.0
84;193;08/09/2012;1200;0.0
84;193;08/09/2012;1300;0.0
84;193;08/09/2012;1400;0.0
84;193;08/09/2012;1500;0.0
84;193;08/09/2012;1600;0.0
84;193;08/09/2012;1700;0.0
84;193;08/09/2012;1800;0.8
84;193;08/09/2012;1900;1.0
84;193;08/09/2012;2000;0.0
84;193;08/09/2012;2100;0.0
84;193;08/09/2012;2200;0.0
84;193;08/09/2012;2300;0.0
84;193;08/09/2012;2400;0.0
84;193;09/09/2012;100;0.0
84;193;09/09/2012;200;0.0
84;193;09/09/2012;300;0.0
84;193;09/09/2012;400;0.0
84;193;09/09/2012;500;0.0
84;193;09/09/2012;600;0.0
84;193;09/09/2012;700;0.0
84;193;09/09/2012;800;0.0
84;193;09/09/2012;900;0.0
84;193;09/09/2012;1000;0.0
84;193;09/09/2012;1100;0.0
84;193;09/09/2012;1200;0.0
84;193;09/09/2012;1300;0.4
84;193;09/09/2012;1400;0.2
84;193;09/09/2012;1500;0.0
84;193;09/09/2012;1600;0.0
84;193;09/09/2012;1700;1.5
84;193;09/09/2012;1800;3.0
84;193;09/09/2012;1900;2.6
84;193;09/09/2012;2000;2.1
84;193;09/09/2012;2100;0.1
84;193;09/09/2012;2200;0.0
84;193;09/09/2012;2300;0.0
84;193;09/09/2012;2400;0.0
84;193;10/09/2012;100;0.0
84;193;10/09/2012;200;0.0
84;193;10/09/2012;300;0.0
84;193;10/09/2012;400;0.0
84;193;10/09/2012;500;0.0
84;193;10/09/2012;600;0.0
84;193;10/09/2012;700;0.0
84;193;10/09/2012;800;0.0
84;193;10/09/2012;900;0.0
84;193;10/09/2012;1000;0.0
84;193;10/09/2012;1100;0.0
84;193;10/09/2012;1200;0.0
84;193;10/09/2012;1300;0.0
84;193;10/09/2012;1400;0.0
84;193;10/09/2012;1500;0.0
84;193;10/09/2012;1600;0.0
84;193;10/09/2012;1700;0.0
84;193;10/09/2012;1800;0.0
84;193;10/09/2012;1900;0.0
84;193;10/09/2012;2000;0.0
84;193;10/09/2012;2100;0.0
84;193;10/09/2012;2200;0.0
84;193;10/09/2012;2300;0.0
84;193;10/09/2012;2400;0.0
84;193;11/09/2012;100;0.0
84;193;11/09/2012;200;0.0
84;193;11/09/2012;300;0.0
84;193;11/09/2012;400;0.0
84;193;11/09/2012;500;0.0
84;193;11/09/2012;600;0.0
84;193;11/09/2012;700;0.0
84;193;11/09/2012;800;0.0
84;193;11/09/2012;900;0.0
84;193;11/09/2012;1000;0.0
84;193;11/09/2012;1100;0.0
84;193;11/09/2012;1200;0.4
84;193;11/09/2012;1300;0.0
84;193;11/09/2012;1400;0.0
84;193;11/09/2012;1500;0.0
84;193;11/09/2012;1600;0.0
84;193;11/09/2012;1700;0.0
84;193;11/09/2012;1800;0.0
84;193;11/09/2012;1900;0.0
84;193;11/09/2012;2000;0.0
84;193;11/09/2012;2100;0.0
84;193;11/09/2012;2200;0.0
84;193;11/09/2012;2300;0.0
84;193;11/09/2012;2400;0.0
84;193;12/09/2012;100;0.0
84;193;12/09/2012;200;0.0
84;193;12/09/2012;300;0.0
84;193;12/09/2012;400;0.0
84;193;12/09/2012;500;0.0
84;193;12/09/2012;600;0.0
84;193;12/09/2012;700;0.0
84;193;12/09/2012;800;0.0
84;193;12/09/2012;900;0.0
84;193;12/09/2012;1000;0.0
84;193;12/09/2012;1100;0.0
84;193;12/09/2012;1200;0.0
84;193;12/09/2012;1300;0.0
84;193;12/09/2012;1400;0.0
84;193;12/09/2012;1500;0.0
84;193;12/09/2012;1600;0.0
84;193;12/09/2012;1700;0.0
84;193;12/09/2012;1800;0.0
84;193;12/09/2012;1900;0.0
84;193;12/09/2012;2000;0.0
84;193;12/09/2012;2100;0.0
84;193;12/09/2012;2200;0.0
84;193;12/09/2012;2300;0.0
84;193;12/09/2012;2400;0.0
84;193;13/09/2012;100;0.0
84;193;13/09/2012;200;0.0
84;193;13/09/2012;300;0.0
84;193;13/09/2012;400;0.0
84;193;13/09/2012;500;0.0
84;193;13/09/2012;600;0.0
84;193;13/09/2012;700;0.0
84;193;13/09/2012;800;0.0
84;193;13/09/2012;900;0.0
84;193;13/09/2012;1000;0.0
84;193;13/09/2012;1100;0.0
84;193;13/09/2012;1200;0.0
84;193;13/09/2012;1300;0.0
84;193;13/09/2012;1400;0.5
84;193;13/09/2012;1500;0.0
84;193;13/09/2012;1600;0.1
84;193;13/09/2012;1700;0.0
84;193;13/09/2012;1800;0.0
84;193;13/09/2012;1900;0.0
84;193;13/09/2012;2000;0.0
84;193;13/09/2012;2100;0.0
84;193;13/09/2012;2200;0.0
84;193;13/09/2012;2300;0.0
84;193;13/09/2012;2400;0.0
84;193;14/09/2012;100;0.0
84;193;14/09/2012;200;0.0
84;193;14/09/2012;300;0.0
84;193;14/09/2012;400;0.0
84;193;14/09/2012;500;0.0
84;193;14/09/2012;600;0.0
84;193;14/09/2012;700;0.0
84;193;14/09/2012;800;0.0
84;193;14/09/2012;900;0.0
84;193;14/09/2012;1000;0.0
84;193;14/09/2012;1100;0.0
84;193;14/09/2012;1200;0.0
84;193;14/09/2012;1300;0.0
84;193;14/09/2012;1400;0.0
84;193;14/09/2012;1500;0.0
84;193;14/09/2012;1600;0.0
84;193;14/09/2012;1700;0.8
84;193;14/09/2012;1800;2.9
84;193;14/09/2012;1900;0.2
84;193;14/09/2012;2000;0.0
84;193;14/09/2012;2100;0.0
84;193;14/09/2012;2200;0.0
84;193;14/09/2012;2300;0.0
84;193;14/09/2012;2400;0.0
84;193;15/09/2012;100;0.0
84;193;15/09/2012;200;0.0
84;193;15/09/2012;300;0.0
84;193;15/09/2012;400;0.0
84;193;15/09/2012;500;0.0
84;193;15/09/2012;600;0.0
84;193;15/09/2012;700;0.0
84;193;15/09/2012;800;0.0
84;193;15/09/2012;900;0.0
84;193;15/09/2012;1000;0.0
84;193;15/09/2012;1100;0.0
84;193;15/09/2012;1200;0.0
84;193;15/09/2012;1300;0.0
84;193;15/09/2012;1400;0.0
84;193;15/09/2012;1500;0.0
84;193;15/09/2012;1600;0.0
84;193;15/09/2012;1700;1.2
84;193;15/09/2012;1800;0.0
84;193;15/09/2012;1900;0.0
84;193;15/09/2012;2000;0.0
84;193;15/09/2012;2100;0.0
84;193;15/09/2012;2200;0.0
84;193;15/09/2012;2300;0.0
84;193;15/09/2012;2400;0.0
84;193;16/09/2012;100;0.0
84;193;16/09/2012;200;0.0
84;193;16/09/2012;300;0.0
84;193;16/09/2012;400;0.0
84;193;16/09/2012;500;0.0
84;193;16/09/2012;600;0.0
84;193;16/09/2012;700;0.0
84;193;16/09/2012;800;0.0
84;193;16/09/2012;900;0.0
84;193;16/09/2012;1000;0.0
84;193;16/09/2012;1100;0.0
84;193;16/09/2012;1200;0.0
84;193;16/09/2012;1300;0.0
84;193;16/09/2012;1400;0.0
84;193;16/09/2012;1500;0.0
84;193;16/09/2012;1600;0.0
84;193;16/09/2012;1700;0.0
84;193;16/09/2012;1800;0.0
84;193;16/09/2012;1900;0.0
84;193;16/09/2012;2000;0.0
84;193;16/09/2012;2100;0.0
84;193;16/09/2012;2200;0.0
84;193;16/09/2012;2300;0.0
84;193;16/09/2012;2400;0.0
84;193;17/09/2012;100;0.0
84;193;17/09/2012;200;0.0
84;193;17/09/2012;300;0.0
84;193;17/09/2012;400;0.0
84;193;17/09/2012;500;0.0
84;193;17/09/2012;600;0.0
84;193;17/09/2012;700;0.0
84;193;17/09/2012;800;0.0
84;193;17/09/2012;900;0.0
84;193;17/09/2012;1000;0.0
84;193;17/09/2012;1100;0.0
84;193;17/09/2012;1200;0.0
84;193;17/09/2012;1300;0.0
84;193;17/09/2012;1400;0.0
84;193;17/09/2012;1500;0.0
84;193;17/09/2012;1600;0.0
84;193;17/09/2012;1700;0.0
84;193;17/09/2012;1800;0.0
84;193;17/09/2012;1900;0.0
84;193;17/09/2012;2000;0.0
84;193;17/09/2012;2100;0.0
84;193;17/09/2012;2200;0.0
84;193;17/09/2012;2300;0.0
84;193;17/09/2012;2400;0.0
84;193;18/09/2012;100;0.0
84;193;18/09/2012;200;0.0
84;193;18/09/2012;300;0.0
84;193;18/09/2012;400;0.0
84;193;18/09/2012;500;0.0
84;193;18/09/2012;600;0.0
84;193;18/09/2012;700;0.0
84;193;18/09/2012;800;0.0
84;193;18/09/2012;900;0.0
84;193;18/09/2012;1000;0.0
84;193;18/09/2012;1100;0.0
84;193;18/09/2012;1200;0.0
84;193;18/09/2012;1300;0.0
84;193;18/09/2012;1400;0.0
84;193;18/09/2012;1500;14.0
84;193;18/09/2012;1600;0.0
84;193;18/09/2012;1700;0.0
84;193;18/09/2012;1800;0.0
84;193;18/09/2012;1900;0.0
84;193;18/09/2012;2000;0.0
84;193;18/09/2012;2100;0.0
84;193;18/09/2012;2200;0.0
84;193;18/09/2012;2300;0.0
84;193;18/09/2012;2400;0.0
84;193;19/09/2012;100;0.0
84;193;19/09/2012;200;0.0
84;193;19/09/2012;300;0.0
84;193;19/09/2012;400;0.0
84;193;19/09/2012;500;0.0
84;193;19/09/2012;600;0.0
84;193;19/09/2012;700;0.0
84;193;19/09/2012;800;0.0
84;193;19/09/2012;900;0.0
84;193;19/09/2012;1000;0.0
84;193;19/09/2012;1100;0.0
84;193;19/09/2012;1200;0.0
84;193;19/09/2012;1300;0.0
84;193;19/09/2012;1400;0.0
84;193;19/09/2012;1500;0.0
84;193;19/09/2012;1600;3.1
84;193;19/09/2012;1700;2.3
84;193;19/09/2012;1800;0.0
84;193;19/09/2012;1900;0.0
84;193;19/09/2012;2000;0.0
84;193;19/09/2012;2100;0.0
84;193;19/09/2012;2200;0.0
84;193;19/09/2012;2300;0.0
84;193;19/09/2012;2400;0.0
84;193;20/09/2012;100;0.0
84;193;20/09/2012;200;0.0
84;193;20/09/2012;300;0.0
84;193;20/09/2012;400;0.0
84;193;20/09/2012;500;0.0
84;193;20/09/2012;600;0.0
84;193;20/09/2012;700;0.0
84;193;20/09/2012;800;0.0
84;193;20/09/2012;900;0.0
84;193;20/09/2012;1000;0.0
84;193;20/09/2012;1100;0.0
84;193;20/09/2012;1200;0.0
84;193;20/09/2012;1300;0.0
84;193;20/09/2012;1400;0.0
84;193;20/09/2012;1500;4.3
84;193;20/09/2012;1600;0.0
84;193;20/09/2012;1700;0.0
84;193;20/09/2012;1800;0.0
84;193;20/09/2012;1900;0.0
84;193;20/09/2012;2000;0.0
84;193;20/09/2012;2100;0.0
84;193;20/09/2012;2200;0.0
84;193;20/09/2012;2300;0.0
84;193;20/09/2012;2400;0.0
84;193;21/09/2012;100;0.0
84;193;21/09/2012;200;0.0
84;193;21/09/2012;300;0.0
84;193;21/09/2012;400;0.0
84;193;21/09/2012;500;0.0
84;193;21/09/2012;600;0.0
84;193;21/09/2012;700;0.0
84;193;21/09/2012;800;0.0
84;193;21/09/2012;900;0.0
84;193;21/09/2012;1000;0.0
84;193;21/09/2012;1100;0.0
84;193;21/09/2012;1200;0.0
84;193;21/09/2012;1300;0.0
84;193;21/09/2012;1400;0.0
84;193;21/09/2012;1500;0.0
84;193;21/09/2012;1600;0.0
84;193;21/09/2012;1700;0.1
84;193;21/09/2012;1800;0.6
84;193;21/09/2012;1900;0.0
84;193;21/09/2012;2000;0.0
84;193;21/09/2012;2100;0.0
84;193;21/09/2012;2200;0.0
84;193;21/09/2012;2300;0.0
84;193;21/09/2012;2400;0.0
84;193;22/09/2012;100;0.0
84;193;22/09/2012;200;0.0
84;193;22/09/2012;300;0.0
84;193;22/09/2012;400;0.0
84;193;22/09/2012;500;0.0
84;193;22/09/2012;600;0.0
84;193;22/09/2012;700;0.0
84;193;22/09/2012;800;0.0
84;193;22/09/2012;900;0.0
84;193;22/09/2012;1000;0.0
84;193;22/09/2012;1100;0.0
84;193;22/09/2012;1200;0.0
84;193;22/09/2012;1300;0.0
84;193;22/09/2012;1400;11.4
84;193;22/09/2012;1500;0.0
84;193;22/09/2012;1600;0.0
84;193;22/09/2012;1700;0.0
84;193;22/09/2012;1800;0.0
84;193;22/09/2012;1900;0.0
84;193;22/09/2012;2000;0.0
84;193;22/09/2012;2100;0.0
84;193;22/09/2012;2200;0.0
84;193;22/09/2012;2300;0.0
84;193;22/09/2012;2400;0.0
84;193;23/09/2012;100;0.0
84;193;23/09/2012;200;0.0
84;193;23/09/2012;300;0.0
84;193;23/09/2012;400;0.0
84;193;23/09/2012;500;0.0
84;193;23/09/2012;600;0.0
84;193;23/09/2012;700;0.0
84;193;23/09/2012;800;0.0
84;193;23/09/2012;900;0.0
84;193;23/09/2012;1000;0.0
84;193;23/09/2012;1100;0.0
84;193;23/09/2012;1200;0.0
84;193;23/09/2012;1300;0.0
84;193;23/09/2012;1400;0.0
84;193;23/09/2012;1500;0.3
84;193;23/09/2012;1600;1.9
84;193;23/09/2012;1700;1.1
84;193;23/09/2012;1800;0.1
84;193;23/09/2012;1900;0.0
84;193;23/09/2012;2000;0.0
84;193;23/09/2012;2100;0.0
84;193;23/09/2012;2200;0.0
84;193;23/09/2012;2300;0.0
84;193;23/09/2012;2400;0.0
84;193;24/09/2012;100;0.0
84;193;24/09/2012;200;0.0
84;193;24/09/2012;300;0.0
84;193;24/09/2012;400;0.0
84;193;24/09/2012;500;0.0
84;193;24/09/2012;600;0.0
84;193;24/09/2012;700;0.0
84;193;24/09/2012;800;0.0
84;193;24/09/2012;900;0.0
84;193;24/09/2012;1000;0.0
84;193;24/09/2012;1100;0.0
84;193;24/09/2012;1200;0.0
84;193;24/09/2012;1300;0.0
84;193;24/09/2012;1400;0.0
84;193;24/09/2012;1500;0.0
84;193;24/09/2012;1600;0.0
84;193;24/09/2012;1700;0.6
84;193;24/09/2012;1800;0.0
84;193;24/09/2012;1900;0.0
84;193;24/09/2012;2000;0.0
84;193;24/09/2012;2100;0.0
84;193;24/09/2012;2200;0.0
84;193;24/09/2012;2300;0.0
84;193;24/09/2012;2400;0.0
84;193;25/09/2012;100;0.0
84;193;25/09/2012;200;0.0
84;193;25/09/2012;300;0.0
84;193;25/09/2012;400;0.0
84;193;25/09/2012;500;0.0
84;193;25/09/2012;600;0.0
84;193;25/09/2012;700;0.0
84;193;25/09/2012;800;0.0
84;193;25/09/2012;900;0.0
84;193;25/09/2012;1000;0.0
84;193;25/09/2012;1100;0.0
84;193;25/09/2012;1200;0.0
84;193;25/09/2012;1300;0.0
84;193;25/09/2012;1400;0.0
84;193;25/09/2012;1500;0.0
84;193;25/09/2012;1600;0.0
84;193;25/09/2012;1700;0.0
84;193;25/09/2012;1800;0.0
84;193;25/09/2012;1900;0.0
84;193;25/09/2012;2000;0.0
84;193;25/09/2012;2100;0.0
84;193;25/09/2012;2200;0.0
84;193;25/09/2012;2300;0.0
84;193;25/09/2012;2400;0.0
84;193;26/09/2012;100;0.0
84;193;26/09/2012;200;0.0
84;193;26/09/2012;300;0.0
84;193;26/09/2012;400;0.0
84;193;26/09/2012;500;0.0
84;193;26/09/2012;600;0.0
84;193;26/09/2012;700;0.0
84;193;26/09/2012;800;0.0
84;193;26/09/2012;900;0.0
84;193;26/09/2012;1000;0.0
84;193;26/09/2012;1100;0.0
84;193;26/09/2012;1200;0.0
84;193;26/09/2012;1300;0.0
84;193;26/09/2012;1400;0.0
84;193;26/09/2012;1500;12.9
84;193;26/09/2012;1600;0.7
84;193;26/09/2012;1700;0.0
84;193;26/09/2012;1800;0.0
84;193;26/09/2012;1900;0.0
84;193;26/09/2012;2000;0.0
84;193;26/09/2012;2100;0.0
84;193;26/09/2012;2200;0.0
84;193;26/09/2012;2300;0.0
